bacc_inst,field,field_1,field_2,current_inst,year,...6
massachusetts institute of technology,"mathematical sciences - algebra, number theory, and combinatorics",mathematical sciences,"algebra, number theory, and combinatorics",massachusetts institute of technology,2023,NA
east tennessee state university,geosciences - paleoclimate,geosciences,paleoclimate,indiana university,2023,NA
swarthmore college,chemistry - chemical catalysis,chemistry,chemical catalysis,university of pennsylvania,2023,NA
university of southern california,chemistry - sustainable chemistry,chemistry,sustainable chemistry,NA,2023,NA
university of georgia,geosciences - climate and large-scale atmospheric dynamics,geosciences,climate and large-scale atmospheric dynamics,university of georgia,2023,NA
"california state university, monterey bay",mathematical sciences - statistics,mathematical sciences,statistics,university of california-irvine,2023,NA
wellesley college,life sciences - cell biology,life sciences,cell biology,stanford university,2023,NA
massachusetts institute of technology,comp/is/eng - robotics,comp/is/eng,robotics,massachusetts institute of technology,2023,NA
tufts university,physics and astronomy - particle physics,physics and astronomy,particle physics,tufts university,2023,NA
brigham young university,life sciences - biochemistry,life sciences,biochemistry,university of california-irvine,2023,NA
florida atlantic university,life sciences - neurosciences,life sciences,neurosciences,florida atlantic university,2023,NA
"university of california, berkeley",engineering - chemical engineering,engineering,chemical engineering,"university of california, berkeley",2023,NA
university of maryland baltimore county,engineering - mechanical engineering,engineering,mechanical engineering,university of maryland baltimore county,2023,NA
university of california san diego,chemistry - chemistry of life processes,chemistry,chemistry of life processes,cornell university,2023,NA
university of puerto rico-rio piedras,life sciences - bioinformatics and computational biology,life sciences,bioinformatics and computational biology,"university of california, san francisco",2023,NA
"university of california, berkeley",psychology - cognitive psychology,psychology,cognitive psychology,NA,2023,NA
harvard university,physics and astronomy - condensed matter physics,physics and astronomy,condensed matter physics,princeton university,2023,NA
universidad nacional autonoma de mexico,materials research - computationally intensive research,materials research,computationally intensive research,michigan state university,2023,NA
university of texas at dallas,life sciences - systems and molecular biology,life sciences,systems and molecular biology,NA,2023,NA
university of washington,psychology - developmental psychology,psychology,developmental psychology,university of washington,2023,NA
michigan state university,engineering - chemical engineering,engineering,chemical engineering,michigan state university,2023,NA
pennsylvania state univ university park,materials research - polymers,materials research,polymers,massachusetts institute of technology,2023,NA
regents of the university of michigan - ann arbor,materials research - computationally intensive research,materials research,computationally intensive research,regents of the university of michigan - ann arbor,2023,NA
"university of california, berkeley",physics and astronomy - astronomy and astrophysics,physics and astronomy,astronomy and astrophysics,university of texas at austin,2023,NA
xavier university,engineering - aeronautical and aerospace engineering,engineering,aeronautical and aerospace engineering,pennsylvania state univ university park,2023,NA
carleton college,"mathematical sciences - algebra, number theory, and combinatorics",mathematical sciences,"algebra, number theory, and combinatorics",university of minnesota-twin cities,2023,NA
"university of california, berkeley",comp/is/eng - bioinformatics,comp/is/eng,bioinformatics,"university of california, berkeley",2023,NA
georgia institute of technology,geosciences - glaciology,geosciences,glaciology,dartmouth college,2023,NA
university of massachusetts amherst,life sciences - microbial biology,life sciences,microbial biology,harvard university,2023,NA
